ImageName,ComponentLabel,Script,RecognizedText
image0.png,Text,Bengali,ঈদ
image1.png,Text,Bengali,আলম
image2.png,Text,Bengali,পাণ্ডব
image3.png,Text,Bengali,দিনের
image4.png,Text,Bengali,বেলা
image5.png,Text,Bengali,ডেঙ্গু
image6.png,Text,Bengali,আক্রান্ত
image7.png,Text,Bengali,এলাকায়
image8.png,Text,Bengali,জ্বরের
image9.png,Text,Bengali,হলে
image10.png,Text,Bengali,অযথা
image11.png,Text,Bengali,আতঙ্কিত
image12.png,Text,Bengali,বাড়ি
image13.png,Text,Bengali,শান্তিনিকেতন
image14.png,Text,Bengali,আদেশানুসারে
image15.png,Text,Bengali,প্রযোজিত 
image16.png,Text,Bengali,চলছে
image17.png,Text,Bengali,রাজারহাট
image18.png,Text,Bengali,জা
image19.png,Text,Bengali,মহুয়া
image20.png,Text,Bengali,পাবলিশার্স
image21.png,Text,Bengali,সম্পাদিত
image22.png,Text,Bengali,১২
image23.png,Text,Bengali,বাসনালয়
image24.png,Text,Bengali,কলেজ
image25.png,Text,Bengali,কলকাতা
image26.png,Text,Bengali,মোবাইল
image27.png,Text,Bengali,পাণ্ডব
image28.png,Text,Bengali,খড়িবাড়ী
image29.png,Text,Bengali,কাকাবাবু
image30.png,Text,Bengali,তারায়
image31.png,Text,Bengali,ভাবনায়
image32.png,Text,Bengali,চলচ্চিত্র
image33.png,Text,Bengali,উৎসব
image34.png,Text,Bengali,মোঃ
image35.png,Text,Bengali,সল্টলেক
image36.png,Text,Bengali,ষ্টেডিয়ামে 
image37.png,Text,Bengali,করার
image38.png,Text,Bengali,পরিকল্পনা
image39.png,Text,Bengali,আমিনপুর
image40.png,Text,Bengali,ঝরা
image41.png,Text,Bengali,পালক
image42.png,Text,Bengali,ধূসর
image43.png,Text,Bengali,পান্ডুলিপি
image44.png,Text,Bengali,ভ্রমন
image45.png,Text,Bengali,সামনে
image46.png,Text,Bengali,বাংলা
image47.png,Text,Bengali,সেন
image48.png,Text,Bengali,মহাপৃথিবী
image49.png,Text,Bengali,সোন্ডালিয়া
image50.png,Text,Bengali,শ্রেষ্ঠ
image51.png,Text,Bengali,প্রভৃতি
image52.png,Text,Bengali,গন্ডালু
image53.png,Text,Bengali,সঙ্গী
image54.png,Text,Bengali,সমগ্র
image55.png,Text,Bengali,২য়
image56.png,Text,Bengali,ভালো
image57.png,Text,Bengali,খন্ড
image58.png,Text,Bengali,গল্প
image59.png,Text,Bengali,কাঁচকল
image60.png,Text,Bengali,উপন্যাস
image61.png,Text,Bengali,সমগ্র
image62.png,Text,Bengali,ইউরোপের
image63.png,Text,Bengali,চিঠি
image64.png,Text,Bengali,এশিয়া
image65.png,Text,Bengali,প্রভৃতি
image66.png,Text,Bengali,করুন
image67.png,Text,Bengali,আলি
image68.png,Text,Bengali,আমার
image69.png,Text,Bengali,পরীক্ষা
image70.png,Text,Bengali,১২৫
image71.png,Text,Bengali,বিপনী
image72.png,Text,Bengali,নেই
image73.png,Text,Bengali,রাশিয়া
image74.png,Text,Bengali,সুইচ
image75.png,Text,Bengali,পাবলিশিং
image76.png,Text,Bengali,কোম্পানি
image77.png,Text,Bengali,মানসী
image78.png,Text,Bengali,হার্ডওয়ার
image79.png,Text,Bengali,দিলীপকুমার
image80.png,Text,Bengali,সিনহা
image81.png,Text,Bengali,আকাশ
image82.png,Text,Bengali,প্রেমী
image83.png,Text,Bengali,দামে
image84.png,Text,Bengali,পরিকাঠামো
image85.png,Text,Bengali,জাগরণ
image86.png,Text,Bengali,টাকার
image87.png,Text,Bengali,ঐকতান
image88.png,Text,Bengali,সভা
image89.png,Text,Bengali,মেশিন
image90.png,Text,Bengali,হাউস
image91.png,Text,Bengali,৩৪৫৬
image92.png,Text,Bengali,ফ্রি
image93.png,Text,Bengali,কর্তৃপক্ষ
image94.png,Text,Bengali,কিরণশঙ্কর
image95.png,Text,Bengali,বেলিয়াঘাটা
image96.png,Text,Bengali,লোকনাথ
image97.png,Text,Bengali,ষ্টোর্স
image98.png,Text,Bengali,ডিয়ার
image99.png,Text,Bengali,উতল
image100.png,Text,Bengali,ব্রেকার
image101.png,Text,Bengali,বন্দ্যোপাধ্যায়
image102.png,Text,Bengali,মাত্র
image103.png,Text,Bengali,উদ্ভিদবিদ্যা
image104.png,Text,Bengali,সরল
image105.png,Text,Bengali,ভারতের
image106.png,Text,Bengali,উদ্ভিদবিজ্ঞান
image107.png,Text,Bengali,শুষ্ক
image108.png,Text,Bengali,উদ্ভিদবিজ্ঞান
image109.png,Text,Bengali,সচ্চিদানন্দ
image110.png,Text,Bengali,সোসাইটি
image111.png,Text,Bengali,কাইফুল
image112.png,Text,Bengali,পারভিয়া
image113.png,Text,Bengali,দশানন
image114.png,Text,Bengali,সুইট
image115.png,Text,Bengali,বক্স
image116.png,Text,Bengali,আ
image117.png,Text,Bengali,আ
image118.png,Text,Bengali,আত্মজা
image119.png,Text,Bengali,বা
image120.png,Text,Bengali,রচনাসম্ভার
image121.png,Text,Bengali,এস.
image122.png,Text,Bengali,হসপিটাল
image123.png,Text,Bengali,জুয়েলারী
image124.png,Text,Bengali,ওয়াজেদ
image125.png,Text,Bengali,আলি
image126.png,Text,Bengali,খণ্ড
image127.png,Text,Bengali,দুটি
image128.png,Text,Bengali,প্রথম
image129.png,Text,Bengali,০৪০
image130.png,Text,Bengali,সহযোগিতা
image131.png,Text,Bengali,২০১৯
image132.png,Text,Bengali,ফাটা
image133.png,Text,Bengali,১৯৪১
image134.png,Text,Bengali,এখানে
image135.png,Text,Bengali,ভবন
image136.png,Text,Bengali,ওশো
image137.png,Text,Bengali,তপোবন
image138.png,Text,Bengali,নেপাল
image139.png,Text,Bengali,টিউশন
image140.png,Text,Bengali,সুচিত্রা
image141.png,Text,Bengali,পাভেল
image142.png,Text,Bengali,কার্পাস
image143.png,Text,Bengali,রিসার্চ
image144.png,Text,Bengali,ঠোঁট
image145.png,Text,Bengali,রিপিয়ারিং
image146.png,Text,Bengali,বাংলাদেশ
image147.png,Text,Bengali,হলিডে
image148.png,Text,Bengali,হোম
image149.png,Text,Bengali,আলিয়া
image150.png,Text,Bengali,বিশ্ববিদ্যালয়
image151.png,Text,Bengali,অক্ষয়
image152.png,Text,Bengali,ইকুয়েডর
image153.png,Text,Bengali,সুচিত্রা
image154.png,Text,Bengali,এল
image155.png,Text,Bengali,সালভাদোর
image156.png,Text,Bengali,টেক্সটাইল
image157.png,Text,Bengali,বায়োলিন
image158.png,Text,Bengali,১৯
image159.png,Text,Bengali,কিশোর
image160.png,Text,Bengali,বন্দ্যোপাধ্যায়
image161.png,Text,Bengali,গল্প
image162.png,Text,Bengali,মমতা
image163.png,Text,Bengali,পদার্থবিদ্যা
image164.png,Text,Bengali,ডায়েরী
image165.png,Text,Bengali,শিক্ষক
image166.png,Text,Bengali,পথিক
image167.png,Text,Bengali,আরিফা
image168.png,Text,Bengali,শিবরাম
image169.png,Text,Bengali,ঠোঁটের
image170.png,Text,Bengali,চক্রবর্তী
image171.png,Text,Bengali,প্রেমের
image172.png,Text,Bengali,অন্দরমহল
image173.png,Text,Bengali,ঠাকুমার
image174.png,Text,Bengali,ইত্যাদি
image175.png,Text,Bengali,ভ্রমন
image176.png,Text,Bengali,পলেস্তারা
image177.png,Text,Bengali,রহস্য
image178.png,Text,Bengali,৮
image179.png,Text,Bengali,হাউসের
image180.png,Text,Bengali,ঝুলি
image181.png,Text,Bengali,হারানো
image182.png,Text,Bengali,সায়েন্স
image183.png,Text,Bengali,গনেশ
image184.png,Text,Bengali,বস্ত্রবিপণী
image185.png,Text,Bengali,অমরনাথ
image186.png,Text,Bengali,মার্বেল
image187.png,Text,Bengali,সেন্টার
image188.png,Text,Bengali,রায়
image189.png,Text,Bengali,আরিফ
image190.png,Text,Bengali,দিয়া
image191.png,Text,Bengali,ফার্মেসী
image192.png,Text,Bengali,আগাথা
image193.png,Text,Bengali,চিকিৎসার
image194.png,Text,Bengali,আর্দ্রতা
image195.png,Text,Bengali,সর্ব্বমঙ্গলা
image196.png,Text,Bengali,গ্লাস
image197.png,Text,Bengali,হাউস
image198.png,Text,Bengali,বজ্রপাত
image199.png,Text,Bengali,টেকনিকা
image200.png,Text,Bengali,নিউ
image201.png,Text,Bengali,বিশ্বকর্মা
image202.png,Text,Bengali,ক্রিস্টি
image203.png,Text,Bengali,নিউ
image204.png,Text,Bengali,লাভলী
image205.png,Text,Bengali,বেডিং
image206.png,Text,Bengali,সদস্য
image207.png,Text,Bengali,হাউস
image208.png,Text,Bengali,বর্ধমান
image209.png,Text,Bengali,৫০
image210.png,Text,Bengali,নিউ
image211.png,Text,Bengali,দুলহান
image212.png,Text,Bengali,ইন্ডিয়া
image213.png,Text,Bengali,প্রেমেন্দ্র
image214.png,Text,Bengali,ভান্ডার
image215.png,Text,Bengali,মিষ্টান্ন
image216.png,Text,Bengali,কৃষ্ণ
image217.png,Text,Bengali,বর্ধমান
image218.png,Text,Bengali,ফিরে
image219.png,Text,Bengali,আই
image220.png,Text,Bengali,কেয়ার
image221.png,Text,Bengali,নার্সিং
image222.png,Text,Bengali,টেলার্স
image223.png,Text,Bengali,হোম
image224.png,Text,Bengali,লিও
image225.png,Text,Bengali,কালেকশন
image226.png,Text,Bengali,মিত্র
image227.png,Text,Bengali,সুদিপ্ত
image228.png,Text,Bengali,মোটরসাইকেল
image229.png,Text,Bengali,আর
image230.png,Text,Bengali,আসে
image231.png,Text,Bengali,যে
image232.png,Text,Bengali,কোন
image233.png,Text,Bengali,শ্যামাচর
image234.png,Text,Bengali,বম্বে
image235.png,Text,Bengali,সময়
image236.png,Text,Bengali,দিন
image237.png,Text,Bengali,কিশোর
image238.png,Text,Bengali,ব্যাঙ্কে
image239.png,Text,Bengali,টাকা
image240.png,Text,Bengali,পাঠানো
image241.png,Text,Bengali,হয়
image242.png,Text,Bengali,ফ্রাঃ
image243.png,Text,Bengali,তাকে
image244.png,Text,Bengali,রাইস
image245.png,Text,Bengali,দুলহান
image246.png,Text,Bengali,নানপরোটা
